,RCP0,RCP4.5,RCP8.5,RCP4.5 Defence,RCP8.5 Defence,RCP4.5 Bonds,RCP4.5 Rates,RCP8.5 Bonds,RCP8.5 Rates,sum,rank
rank,0.0,4.0,7.0,2.0,8.0,6.0,1.0,5.0,3.0,0.0,0.0
