0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.099053286318880961e-03,5.937748853069723005e-03,1.673911450153731453e-02,3.992090664275373818e-02,7.986335093590490875e-02,1.351803760855404823e-01,1.960458245882332751e-01,2.475483922908401357e-01,2.766652328158015761e-01
2.099053286318880961e-03,5.937748853069723005e-03,1.673911450153731453e-02,3.992090664275373818e-02,7.986335093590490875e-02,1.351803760855404823e-01,1.960458245882332751e-01,2.475483922908401357e-01,2.766652328158015761e-01
5.489424879843289862e-01,5.714152765971205472e-01,6.050760558890676544e-01,6.380315919807799663e-01,6.666747460399073955e-01,6.952936619793126383e-01,7.282491980710249502e-01,7.619342154826940217e-01,7.843827659757636184e-01
2.501738988167114264e-01,2.839459776635268051e-01,3.345311222152081987e-01,3.838364473084452944e-01,4.285874238722041096e-01,4.802244188450261464e-01,5.479218704874104784e-01,6.208160905440839317e-01,6.699627502473837204e-01
6.687267455629877233e-01,7.233347671841983129e-01,8.070596293303706759e-01,8.876790375579389769e-01,9.454390321420278465e-01,9.778966436481839608e-01,9.925367048634023970e-01,9.979009467136811251e-01,9.994264929972089817e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
