Annual Expected Loss,Property premium,hhldconsumprt,unemploymentrt,CentralG Consumption,LocalG Consumption,dtotalvalueadded,totactualprod,Pinvestcc,Landuse ratio
24665131.97,4995.417057,1.240143,0.044864721,3311.9828,543.01245,12197.024,34001.184,1.3027423,1.1442819
24338421.36,4970.656667,1.2401005,0.044875585,3333.9625,542.88337,12266.793,34216.831,1.3059017,1.18454435
24023869.43,4927.157551,1.2402921,0.04488957,3354.9469,542.7237,12333.854,34421.285,1.3090577,1.22504711
23706530.73,4844.671737,1.2402968,0.044916961,3377.2695,544.93245,12406.498,34649.455,1.3122045,1.2653438
23372720.76,4739.796589,1.240014,0.044923964,3400.3343,547.64982,12476.252,34869.944,1.315324,1.30527354
23010881.44,4715.881848,1.2399778,0.04493817,3422.2796,550.08724,12545.175,35087.931,1.3184462,1.34399857
22613178.99,4661.457693,1.2398306,0.044933462,3444.6938,552.53569,12614.445,35309.345,1.3215542,1.3827737
22179044.92,4648.750447,1.2397315,0.044947662,3466.6129,555.00704,12669.062,35474.269,1.3246621,1.4206446
21713925.95,4541.277217,1.23966,0.044957781,3488.7455,556.6824,12749.885,35727.471,1.3277741,1.4580183
21223223.13,4457.711745,1.2396029,0.044970329,3509.4516,558.01102,12829.761,35977.474,1.3308921,1.4957221
20720481.8,4412.340528,1.2394014,0.044969939,3535.2329,561.24358,12901.475,36204.164,1.333993,1.5329642
20233049.27,4282.164878,1.2393373,0.044990141,3558.373,564.94612,12975.868,36431.99,1.3371144,1.5700362
19802019.08,4112.429123,1.2391478,0.044996426,3581.5541,569.1545,13051.154,36663.98,1.3402377,1.6068793
19452447.04,3975.018544,1.2390235,0.045006351,3602.6308,573.16221,13119.198,36869.472,1.3433713,1.6438573
19202589.14,3868.303274,1.2388326,0.045015024,3626.3819,579.74811,13198.391,37124.756,1.3465004,1.680371
19082820.86,3781.95073,1.2385792,0.045031831,3651.2664,588.33743,13275.196,37369.606,1.3496255,1.7158146
19094636.06,3677.998583,1.238444,0.045050087,3675.0802,597.72585,13352.461,37610.125,1.3527692,1.7513765
19236982.43,3588.038017,1.2381588,0.045053475,3698.7875,607.82613,13430.658,37855.644,1.3559077,1.7864312
19498073.96,3506.543991,1.23796,0.045059815,3720.9602,618.09636,13509.91,38099.577,1.3590562,1.8211596
